idx,text,title,idx_right
11343615,"1953. During the balance of the 1950s, the squadron supported the French forces in French Indochina, transporting a replacement French garrison to Dien Bien Phu in 1954. By 1955 the Cold War was well under way, and the North American Air Defense Command set out to build a chain of radar stations on the northernmost reaches of the continent. This chain of radars, known as the Distant Early Warning Line (DEW Line), was to detect incoming Soviet missiles and bombers, and give American forces enough warning to launch a counterattack, and get the National Command Authorities to safety. Between 1955",8th Airlift Squadron,
3177096,"on the application of patients’ rights to cross-border healthcare was agreed in 2011. On December 9, 2013, the City of Helsinki decided that all minors under the age of 18 and all pregnant mothers living in Helsinki without a valid visa or residence permit are granted the right to the same health care and at the same price as all citizens of the city. This service will be available sometime early year 2014. Volunteer doctors of Global Clinic have tried to help these people, for whom only acute care has been available. This means that the Finnish health care system",Medical tourism,
6697573,"Alonso composed over two thousand songs. Arguably, about 200 of these were hit songs, and about 50 of these were major salsa hits. Some of the people who have intrepeted his songs are: Joe Quijano, Iris Chacón, Wilkins, Cheo Feliciano, Celia Cruz, La Lupe, Willie Colón, Tito Rodríguez, Olga Guillot, Mon Rivera, Héctor Lavoe, Ray Barretto, Tony Croatto, Rubén Blades, Tito Puente, Ismael Miranda, Roberto Roena, Bobby Valentín, Marvin Santiago, Willie Rosario, Chucho Avellanet, Andy Montañez, Rafael Cortijo, Tommy Olivencia and Frankie Ruiz. His song ""Las Caras Lindas (De Mi Gente Negra)"" (The Beautiful Faces (Of My Black People) recorded",Tite Curet Alonso,
304839,"being completed if a result is not possible on the first day (for instance if play is prevented or interrupted by rain). As mentioned above, in almost all competitive one-day games, a restriction is placed on the number of overs that may be bowled by any one bowler. This is to prevent a side playing two top-class bowlers with extremely good stamina who can bowl throughout their opponents' innings. The usual limitation is set so that a side must include at least five players who bowl. For example, the usual limit for twenty-over cricket is four overs per bowler, for",Limited overs cricket,
4869193,"has been in the ownership of the Landmark Trust since 1981, the building having been restored from a derelict shell. The stables now house a learning and discovery centre. Land army girls were billeted at Gibside during World War I. Gibside Gibside is an estate in the Derwent Valley in North East England. It is between Rowlands Gill, Tyne and Wear and Burnopfield, County Durham. Gibside was previously owned by the Bowes-Lyon family. It is now a National Trust property. The main house on the estate is now a shell, although the property is most famous for its chapel. The",Gibside,
2014077,"bird species richness or abundance . Urbanization results in a large demand for chemical use by industry, construction, agriculture, and energy providing services. Such demands have a substantial impact on biogeochemical cycles, resulting in phenomena such as acid rain, eutrophication, and global warming. Furthermore, natural biogeochemical cycles in the urban environment can be impeded due to impermeable surfaces that prevent nutrients from returning to the soil, water, and atmosphere. Demand for fertilizers to meet agricultural needs exerted by expanding urban centers can alter chemical composition of soil. Such effects often result in abnormally high concentrations of compounds including sulfur, phosphorus,",Urban ecology,
8170169,"Manassas Regional Airport Manassas Regional Airport , also known as Harry P. Davis Field, is a city-owned public-use airport located four nautical miles (7 km) southwest of the central business district of Manassas, in a section of Manassas that was carved out of Prince William County specifically for the purpose of containing the airport. The largest regional airport in Virginia, Manassas Regional Airport is located from Washington, D.C. An airport for Manassas was proposed in 1930, when the mayor was Harry P. Davis. It was built in 1931 on located along Virginia Route 234, in the area now known as",Manassas Regional Airport,
18424255,"Kelsey DiClaudio Kelsey DiClaudio (born July 22, 1997) is an athlete that participates in women's ice sledge hockey. A member of the United States women's national ice sledge hockey team, she competed in the first-ever IPC Ice Sledge Hockey Women's International Cup in 2014. Prior to competing with the national women’s team, DiClaudio competed with men on the Pittsburgh Mighty Penguins. During October 2010, DiClaudio and the Pittsburgh Penguins men’s ice sledge hockey team participated in the semi-finals of the first annual USA Hockey Sled Classic in 2010. Of note, DiClaudio was in attendance at the Women’s Sports Foundation’s 35th",Kelsey DiClaudio,
16233923,"Leeds Rhinos. The scoreline flattered Leeds who were able to pull away in the last 15 minutes of the match. The first win of the season came the next week when they defeated Wakefield 22–10 away from home. However, the victory came at a cost with scrum half Michael Dobson suffering a shoulder injury. 2012 Hull Kingston Rovers season In 2012, Hull Kingston Rovers will compete in the 17th season of the European Super League and also in the 2012 Challenge Cup. Last season they finished in the top eight before losing in the playoffs. Hull Kingston Rovers enter the",2012 Hull Kingston Rovers season,
1588689,"park on Park Lane. The road was closed for most of the day for police investigation. The road still attracts notable residents. In 2002, Robert B. Sherman, composer of the musicals ""Chitty Chitty Bang Bang"" and ""Mary Poppins"", moved to an apartment on Park Lane following the death of his wife. He enjoyed the views of Hyde Park and in 2003 painted an eponymous portrait, ""Park Lane"". The business mogul Mohamed Al-Fayed has offices in 55 and 60 Park Lane. Trevor Rees-Jones, the only survivor of the car crash that killed al-Fayed's son Dodi Fayed and Diana, Princess of Wales",Park Lane,
8226234,"Arak University Arak University is the oldest state university of Markazi Province located in Arak city. The university has been founded in 1971 as The ""College of Marjan"" (مدرسه ی عالی مرجان) with partnership of the University of Tehran and Tehran Tarbiat Moallem University. In 1989 the college attained university status. The university currently offers degrees in three colleges in 28 fields for both undergraduate and graduate students. Right now, Arak University is the largest governmental university of the Markazi Province and more than 12000 students are enrolled in its Bachelor, Master and PhD programs and more and more than",Arak University,
3538313,"world"" of the camp and its surroundings, as well as a number of ""mental worlds"" which exist in the consciousness of the game's various characters. The mental worlds have wildly differing art and level design aesthetics, but generally have a specific goal that Raz must complete to help resolve a psychological issue a character may have, allowing the game's plot to progress. Within the mental worlds are censors that react negatively to Raz's presence and will attack him. There are also various collectibles within the mental worlds, including ""figments"" of the character's imagination which help increase Raz's psi ranking, ""emotional",Psychonauts,
5563588,"He later went on to work as a pundit for Sky Deutschland and English language broadcasts of beIN Sport and, in April 2013, he was named by Marca as a member of the ""Best foreign eleven in Real Madrid's history"". On 23 September 1987, Illgner made his debut for the West Germany national team in a 1–0 friendly home win against Denmark, and went on to back Eike Immel during UEFA Euro 1988. At the 1990 FIFA World Cup he, by now the country's first-choice, was in exceptional form, and commanded the backline, which consisted of the experienced Klaus Augenthaler,",Bodo Illgner,
