idx,text,title,idx_right
10,"in the same style but using woods from rainforests in China. After Napoléon's divorce, Pierre Paul Prud'hon was commissioned to design the apartments of his new wife, Marie-Louise. For the bridal suite of the new Empress he designed all the furniture and interior decorations in a Greek Revival style. The Tuileries Palace became the royal residence at the time of the Bourbon Restoration from 1814 to 1830. During the July Revolution of 1830, the palace was attacked for a third time by an armed mob and occupied. The Swiss Guards stationed at the palace, aware of what had happened in",Tuileries Palace,20971524
11,"1792 to their predecessors, abandoned the palace. King Louis Philippe I took up permanent residence there until 1848, when it was again invaded on 24 February. After the ""coup d'état"" by Louis-Napoléon Bonaparte in 1852, the Tuileries Palace served as the official residence of the executive branch of government, and when President Louis-Napoléon Bonaparte became Emperor Napoléon III, he moved from his office at the Élysée Palace to the Tuileries. During the Second Empire, the Tuileries was extensively refurbished and redecorated after the looting and damage that occurred during the Revolution of 1848. Some imposing state rooms were designed and",Tuileries Palace,20971524
12,"richly decorated, serving as the center stage of the ceremonies and pageantry of the Second Empire, such as on the occasion of Queen Victoria's state visit to France in 1855. The Second Empire also completed the northern wing of the Louvre along the ""rue de Rivoli"", linking the Tuileries Palace with the rest of the Louvre, and thus finally achieving the huge complex of the Louvre-Tuileries, whose master plan had been envisioned three centuries earlier. Previously, the Place du Carrousel had been swept clear of the old houses that had encroached on it. The prominent roof-lines of the palace and",Tuileries Palace,20971524
13,"especially its squared central dome were influential prototypes in the Second Empire style adopted for hotels and commercial buildings as well as residences in the United Kingdom and North America. The private apartment used by Napoleon III, on the ground floor of the southern wing of the palace, consisted of ""overheated gilt boxes furnished in the style of the First Empire"", being kept at ""an excessively high temperature"" by the emperor. Empress Eugénie had her apartment above, connected to the emperor's by a winding staircase, with a mezzanine occupied by the treasurer of the privy purse in between, and comprising",Tuileries Palace,20971524
14,"eight of the eleven rooms on the bel etage of the southern wing's garden side. This arrangement at the Tuileries was unlike at Versailles, where the apartments of monarch and consort were both on the same floor and the king's was the grander of the two. The state rooms – on the Carrousel, or east, side – of the south wing were used variously depending on the occasion. If it were an informal dinner, the household would gather in the Private Drawing Room, or Salon d'Apollon, which was separated from the Salle de Maréchaux, in the central pavilion, by the",Tuileries Palace,20971524
15,"First Consul's Room, or Salon Blanc. The party would proceed through the throne room to dinner in the Salon Louis XIV. However, gala dinners were held in the larger Galerie de Diane, the southernmost of the state apartments. If it were a state ball, then refreshments would be set up in the Galerie; and the procession of the imperial party would be from there to the Salle de Maréchaux, which occupied the space of two entire floors of the central Pavillon de L'Horloge and served as the ballroom. The little-used northern wing of the palace, which contained the chapel, Galerie",Tuileries Palace,20971524
16,"de la Paix, and the Salle de Spectacle would be called into service only for performances, such as the Auber cantata performed the evening of Napoleon and Eugénie's civil wedding ceremony, 29 July 1853, The southernmost pavilion, the Pavillon de Flore, served as the backstairs to the palace. Service corridors led to it. One could get from there to the sprawling basement, lit with innumerable gas lamps, where a railway had been set up to bring food from the kitchens under the Rue de Rivoli. The finalization of the long planned Louvre-Tuileries complex was not to happen. On 23 May",Tuileries Palace,20971524
17,"1871, during the suppression of the Paris Commune, 12 men under the orders of Jules Bergeret, the former chief military commander of the Commune, set the Tuileries on fire at 7 p.m., using petroleum, liquid tar and turpentine. The fire lasted 48 hours and thoroughly gutted the palace, except for the southernmost part, the Pavillon de Flore (the gate of honor, the Arc de Triomphe du Carrousel, also remains, as well as the foundation). The dome itself was blown up by explosives placed in the central pavilion and detonated by the converging fires. Observing this, Bergeret sent a note to",Tuileries Palace,20971524
18,the Committee of Public Safety: 'The last vestiges of Royalty have just disappeared. I wish that the same may befall all the public buildings of Paris' It was only on 25 May that the Paris fire brigades and the 26th battalion of the Chasseurs d'Afrique managed to put out the fire. The library and other portions of the Louvre were also set on fire by Communards and entirely destroyed. The museum itself was only miraculously saved. The ruins of the Tuileries stood on the site for 11 years. Although the roofs and the inside of the palace had been utterly,Tuileries Palace,20971524
19,"destroyed by the fire, the stone shell of the palace remained intact and restoration was possible. Other monuments of Paris also set on fire by Communards, such as the City Hall, were rebuilt in the 1870s. After much hesitation, the Third Republic eventually decided not to restore the ruins of the Tuileries, which had become a symbol of the former royal and imperial regimes. However, the portions of the Louvre that had also been destroyed by fire were rebuilt in their original style. In 1882, the French National Assembly voted for the demolition of the ruins, which were sold to",Tuileries Palace,20971524
20,"a private entrepreneur for the sum of 33,300 gold francs (approximately US$161,367 in 2015), despite the protests of Baron Haussmann and other members of French artistic and architectural circles, who opposed what they thought was a crime against French arts and history. The demolition was started in February 1883 and completed on 30 September 1883. Bits of stone and marble from the palace were sold by a private entrepreneur, Achille Picart, as souvenirs, and even to build a castle in Corsica, near Ajaccio, the , which is essentially a reconstruction of the Pavillon de Bullant. The courtyard pediment of the",Tuileries Palace,20971524
21,"central pavilion can be seen in Paris' , some courtyard is in the garden of the Trocadero. Other pieces are in the Louvre, the Museum of Decorative Arts, and at schools of architecture, fine arts, and bridges and roads. The Tuileries Garden () covers ; is surrounded by the Louvre (to the east), the Seine (to the south), the Place de la Concorde (to the west) and the Rue de Rivoli (to the north); and still closely follows the design laid out by the royal landscape architect André Le Nôtre in 1664. The Galerie nationale du Jeu de Paume is",Tuileries Palace,20971524
22,"a museum of contemporary art located in the northwest corner of the garden. Originally designed in 1564 as an Italian Renaissance garden by Bernard de Carnesse, the Tuileries Garden was redesigned in 1664 by Le Nôtre as a ""jardin à la française"", which emphasized symmetry, order, and long perspectives. His formal garden plan drew out the perspective from the reflecting pools one to the other in an unbroken vista along a central axis from the west palace façade, which has been extended as the ""Axe historique"". This straight line which runs through the Place de la Concorde and the Arc",Tuileries Palace,20971524
23,"de Triomphe to La Défense was originally centred on the façade of the Tuileries, a similar line leading across the entrance court of the Louvre. As the two façades were placed at slightly differing angles, this has resulted in a slight 'kink' on the site of the palace a feature ultimately dictated by the curved course of the River Seine. After the palace was demolished in 1883, the large empty space between the northern and southern wings of the Louvre, now familiar to modern visitors, was revealed, and for the first time the Louvre courtyard opened onto the unbroken ""Axe",Tuileries Palace,20971524
24,"historique"". Since 2003, the ""Comité national pour la reconstruction des Tuileries"" has been proposing to rebuild the Tuileries Palace. This effort is similar to the proposal of reconstruction of the Berliner Stadtschloss (Berlin City Palace). There are several reasons for rebuilding the Palace of the Tuileries. Ever since the destruction of 1883, the famous perspective of the Champs-Élysées, which ended on the majestic façade of the Tuileries Palace, now ends at the ""Arc de Triomphe du Carrousel"", formerly centered on the Tuileries but now occupying a large empty space. The Louvre, with its pyramid on the one hand, and the",Tuileries Palace,20971524
25,"Axe historique of the Place de la Concorde-Champs-Élysées-Arc de Triomphe on the other, are not aligned on the same axis. The ""Arc de Triomphe du Carrousel"" fortuitously stands near the intersection of the two axes. The Palace of the Tuileries, which was located at the junction of these two diverging axes, helped to disguise this bending of the axes. Architects argue that the rebuilding of the Tuileries would allow the re-establishment of the harmony of these two different axes. The Tuileries Gardens would also recover their purpose, which was to be a palace garden. Also, it is emphasized that the",Tuileries Palace,20971524
26,"""Musée du Louvre"" needs to expand its ground plan to properly display all its collections, and if the Tuileries Palace were rebuilt the Louvre could expand into the rebuilt palace. It's also proposed to rebuild the state apartments of the Second Empire as they stood in 1871. All the plans of the palace and many photographs are stored at the ""Archives nationales"". Furthermore, all the furniture and paintings from the palace survived the 1871 fire because they had been removed in 1870 at the start of the Franco-Prussian War and stored in secure locations. Today, the furniture and paintings are",Tuileries Palace,20971524
27,"still deposited in storehouses and are not on public display due to the lack of space in the Louvre. It is argued that recreating the state apartments of the Tuileries would allow the display of these treasures of the Second Empire style which are currently hidden. In 2006 a rebuilding of the Palace of the Tuileries was estimated to cost 300 million euros (£200 million pounds sterling or US$380 million). The plan was to finance the project by public subscription with the work being undertaken by a private foundation, with the French government spending no money on the project. The",Tuileries Palace,20971524
28,"French president at that time, Jacques Chirac, called for a debate on the subject. Former president Charles de Gaulle had also supported reconstruction, saying that it would ""make a jewel of the centre of Paris."" Sources Tuileries Palace The Tuileries Palace (, ) was a royal and imperial palace in Paris which stood on the right bank of the River Seine. It was the usual Parisian residence of most French monarchs, from Henry IV to Napoleon III, until it was burned by the Paris Commune in 1871. Built in 1564, it was gradually extended until it closed off the western",Tuileries Palace,20971524
0,"don't freeze in winter. Henry Seebohm named this bird after the English naturalist Thomas Blakiston, who collected the original specimen in Hakodate on Hokkaidō, Japan in 1883. It is more correct to call this species the Blakiston's eagle owl. This is because it is more closely related to the Eurasian eagle-owl by studies of the main subgenus of the species, ""B. b. dumeril"", than to the subgenus of fish owls that it was believed to be more close to, i.e. ""Ketupu"". This was proven by osteological (skeleton/bone-related) and DNA-based tests in 2003 by ornithologists/taxonomists Michael Wink and Claus König, author",Blakiston's fish owl,
1,"History of Chatham Islands numismatics In 1999 a private organisation, the Chatham Islands Note Corporation, issued banknotes to celebrate the Chatham Islands being the first human inhabited land to enter the third millennium. Banknotes such as these cannot be declared legal tender, there is no obligation for anyone to accept the notes issued by the Chatham Island Note Corporation in any transaction. These notes were reported to have been accepted by merchants on the Chatham Islands, some of whom served as directors of the issuer. The Chatham Islands Note Corporation was initially based in Christchurch. The agent for providing the",History of Chatham Islands numismatics,
2,"insertion, and strap-on dildos can be used by people of any gender or sexuality. Due to the often taboo nature of strap-on activities, information on their history is difficult to find. Many artifacts from the Upper Paleolithic have been found that appear to be dildos, including a double ""baton"" with a hole in the middle, theorized to be for a strap to hold it to a wearer. Female-female dildo usage in ancient China has been documented, but it is not clear if this was double-dildos, strap-on dildos, or just a simple dildo being used by one woman on another. In",Strap-on dildo,
3,"was not in any difficulties, Dudley gave the order to heave to so that the crew could enjoy a good night's sleep. As the manoeuvre was completed, and Parker was sent below to prepare tea, a wave struck the yacht and washed away the lee bulwark. Dudley instantly realized that the yacht was doomed and ordered the single lifeboat to be lowered. The lifeboat was of flimsy construction, with boards only thick and was holed in the haste to get it away. ""Mignonette"" sank within five minutes of being struck and the crew abandoned ship for the lifeboat, managing only",R v Dudley and Stephens,
4,"become a monk at the age of twenty. In 488, at about 20 years of age, Anthony moved to Italy to take up an eremitical life with a small group of hermits living on an island in Lake Como. He was eventually joined by numerous disciples seeking to emulate his holiness and he chose to seek greater solitude in Gaul. He lived in various solitary places until he became a monk at the Abbey of Lérins two years before his death, where he became well-known locally for the holiness of his life and the miracles he had performed. Anthony is",Anthony the Hermit,
5,"Who Magazine"" poll, ""The Caves of Androzani"" was voted the greatest ""Doctor Who"" story by readers, ahead of ""Blink"" and ""Genesis of the Daleks"". It was the only Peter Davison story to feature in the top ten (Tom Baker had 5 entries while Christopher Eccleston and David Tennant had 2 each). In 2013, ""Den of Geek""s Andrew Blair selected ""The Caves of Androzani"" as one of the ten ""Doctor Who"" stories that would make great musicals. In a 2014 poll, ""Doctor Who Magazine"" readers ranked the episode as the fourth best of all time. A novelisation of this serial, written",The Caves of Androzani,
6,"miles (5 km) comprise a divided four-lane highway traversing a Fort Lauderdale neighborhood mostly known as Marina Mile Boulevard (though the most eastern mile of SR 84 is also known as Southeast 24th Street). The present I-595 follows the original route of SR 84 west of the split between the two roads. In the 1960s it was becoming apparent that the Tamiami Trail was becoming insufficient to handle the rapidly growing traffic between Tampa and southeastern Florida, and adding lanes to the road that was once considered a major engineering feat was not feasible in light of the demands of",Florida State Road 84,
7,"The Hentchmen, and most prominently The White Stripes. White was an upholstering apprentice of Muldoon, a family friend. Muldoon was a drummer and they formed a band. The band was short-lived, however and only released one single. It is often rumored that during Jack White's time as an Upholsterer he would occasionally place albums of his music inside the furniture that was being upholstered. In 2014, Third Man Records announced that two such copies of a second single have been found. ""Makers of High Grade Suites"" (SFTRI 611) was their only single, a 7"" record released on the Sympathy for",The Upholsterers,
8,"being completed if a result is not possible on the first day (for instance if play is prevented or interrupted by rain). As mentioned above, in almost all competitive one-day games, a restriction is placed on the number of overs that may be bowled by any one bowler. This is to prevent a side playing two top-class bowlers with extremely good stamina who can bowl throughout their opponents' innings. The usual limitation is set so that a side must include at least five players who bowl. For example, the usual limit for twenty-over cricket is four overs per bowler, for",Limited overs cricket,
9,"requesting a distraction, which Walker provides by breaking his bonds and aggressively approaching Captain America, growling that the New Invaders operation is sanctioned by the U.S., Britain, and Altantis, and that the Avengers have no grounds to interfere. Hawkeye tries to cool the situation as only the hot-headed archer could by shooting U.S. Agent in the backside, prompting the now furious Walker to turn his attention from Captain America to Hawkeye. With the two teams battling once more, Thin Man retreats to the inside of the Capitol building where he berates the new political leader for killing his predecessor and",U.S. Agent (character),
10,"arrested in 1970. He was charged with conspiracy and plotting to commit a coup d'état against the Stevens government. In 1970, President Stevens had Bangura arrested and charged with conspiracy in 1970. Bangura was sentenced to death by execution for treason against the state. In spite of the fact that Bangura had put Stevens in power after The 1968 Sergeants' Coup, his requests for clemency were denied. On 29 March 1970, the day of his execution, Bangura wept in disbelief and refused to be led to the gallows. He was beaten to death and concentrated acid was poured on his",John Amadu Bangura,
11,"whaling voyages gives her owner as Mather & Co., but also lists Enderbys as her owners from 1791 on. Both sources agree that she was a whaler. Apparently, ""William"" went whaling off Peru instead of going to China. She was reported off the coast of Peru, and then on the coast of Chile in November 1794. She returned to Britain on 29 November 1795 with 64 tuns of sperm oil, 57 tuns of whale oil, and 32 cwt of whale bone. On 12 April 1796, Captain George Fitch sailed ""William"" for the South Seas whaling grounds. She was reported to",William (1770 ship),
12,"in the previous final. Argentina became both the first team to fail to score in a World Cup final, and the first defending champion to reach the final and lose. West Germany's victory over Argentina marked the first time a UEFA side defeated a CONMEBOL side in a final (all previous finals between the two continents were won by South Americans.) West Germany became the first team to play in three consecutive finals (they played in the 1982 and 1986 finals), a feat only repeated by Brazil in 1994, 1998, and 2002. It was West Germany's last World Cup match;",1990 FIFA World Cup Final,
13,". Sandstone modal compositions and detrital zircon U‐Pb analyses of the Wilcox Group indicate long‐distance sediment transport from primarily volcanic and basement sources to the west, northwest, and southwest. The Wilcox Group represents the earliest series of major post‐Cretaceous pulses of sand deposition along the western margin of the Gulf of Mexico. Laramide basement uplifts have long been held to be the source of Wilcox sediments, implying that initiation of basement uplift was the driving factor for the transition from carbonate sedimentation to clastic deposition. Zircon age‐spectra for the sandstones of the Wilcox Group reveal a complex grain assemblage derived",Wilcox Group,
14,"Bun-rye's Story Bun-Rye's Story () is a 1971 South Korean film directed by Yu Hyun-mok. It was based on a novel by Bang Young-wung. Bun-rye, the eldest daughter in a poor family, is violated by Yong-pal, who is a married man, and out of desperation she becomes a concubine of Young-cheol, a gambler who is impotent. Kong Jo-shi is in love with Bun-rye, though she still has feelings for Yong-pal. After losing his money, Young-cheol takes out his anger on Bun-rye and throws her out of his house. In retaliation, Jo-shi kills Young-cheol, and Bun-rye is driven to madness. ""Bun-Rye's",Bun-rye's Story,
