idx,text,title,idx_right
23,"In 1817 , Johann Wolfgang Döbereiner , a chemist , began to formulate one of the earliest attempts to classify the elements . In 1829 , he found that he could form some of the elements into groups of three , with the members of each group having related properties . He termed these groups triads .",History of the periodic table,20970755
0,"by some people of the Indian subcontinent and the Republic of India. The designation ""Bhārata"" appears in the official Sanskrit name of the country, ""Bhārata Gaṇarājya"". The name is derived from the ancient Hindu Puranas, which refer to the land that comprises India as ""Bhāratavarṣa"" (Sanskrit: भारतवर्ष, lit. ""country of Bharata"") and uses this term to distinguish it from other ""varṣa""s or continents. For example, the Vayu Purana says """"he who conquers the whole of Bhāratavarṣa is celebrated as a samrāt"" (Vayu Purana 45, 86)."" The Sanskrit word ""bhārata"" is a vṛddhi derivation of ""Bharata"", which was originally an epithet",Names for India,
1,"Antifascista (UMA)"". The ""Unión Militar Antifascista"" was later merged with the Republican Military Union, ""Unión Militar Republicana (UMR)"", another group of similar goals that had been founded in 1929 within the Army, in order to create the ""Unión Militar Republicana Antifascista (UMRA)"". One of the members of UMRA, Captain Carlos Faraudo, would be blacklisted by Unión Militar Española. He had allegedly been placed at the top of the list before being murdered. Membership of this secret society was especially high among the Assault Guard. One of its leading members, Captain Díaz Tendero, was later to perish at the Mauthausen-Gusen concentration",Unión Militar Republicana Antifascista,
2,"the broadest exposure to any Dominican Rock Band in North America. After that mini-tour, the band ceased the production of new material, playing sporadically in venues across Santo Domingo. Band members started their own personal projects and the band seemed to take a secondary role among its members . However, to the surprise of many, in December 2009, Toque Profundo celebrated their 20th year anniversary in Hard Rock Cafe Santo Domingo and a few weeks later released a new single named ""El Experimento"" which quickly climbed up the charts of Dominican rock stations. El Experimento marked their first release of",Toque Profundo,
3,"being completed if a result is not possible on the first day (for instance if play is prevented or interrupted by rain). As mentioned above, in almost all competitive one-day games, a restriction is placed on the number of overs that may be bowled by any one bowler. This is to prevent a side playing two top-class bowlers with extremely good stamina who can bowl throughout their opponents' innings. The usual limitation is set so that a side must include at least five players who bowl. For example, the usual limit for twenty-over cricket is four overs per bowler, for",Limited overs cricket,
4,"employ of ambitious Senator Warkovsky and on his order places a parasite capable of allowing mind control on U.S. Agent's neck. In their second mission together U.S. Agent and Vries teamed up to tackle a radical faction of Atlantians working with the super-villain Poundcakes (Marian Pouncey). It transpired that Pouncey was attempting to trade more of the alien parasites capable of mind control with the Atlantians. The Sub-Mariner (Namor) disrupts the battle and discovers the parasite placed on U.S. Agent's neck by Vries. Vries later attends Agent's room and attempts to seduce him, placing another parasite on him. U.S. Agent—apparently",U.S. Agent (character),
5,"American Wesleyan Mission Schools, and Koyeima and Bo Government Secondary Schools. He left school in 1949 and joined the Army in 1950 as an ordinary soldier. While in the other ranks he served and attended courses in both Ghana and Nigeria. In one such course, the Platoon Commanders' course in Burma Camp, Teshie, Ghana, he graduated first in a group of sixteen Warrant Officers and Senior Non-Commissioned Officers. The impressive qualities of leadership manifested in his keen sense of duty, intelligence, and fitness recommended him to face the Special Selection Board at which the late General Sir Lashmer Whistler, C.M.G.,",John Amadu Bangura,
6,"National Hispanic Media Coalition The National Hispanic Media Coalition (NHMC) is a media advocacy and civil rights organization for the advancement of Latinos, working towards a media that is fair and inclusive of Latinos, and towards universal, affordable, and open access to communications. NHMC was founded in Los Angeles in 1986 by Alex Nogales, Armando Duron, and Esther Renteria. The organization is headquartered in Pasadena, California with offices in Washington, D.C., and chapters in New York, Pennsylvania, Arizona, and Michigan. The efforts of NHMC are critical to the American Latino community due in large part to NHMC’s reputation as one",National Hispanic Media Coalition,
7,"discovered that it owed the Government millions of dollars in unpaid landing fees. Creditors began seizing airplanes and demanded cash up front for services. The company was declared bankrupt in May 1993, owing CDN$75 million. In 1997 Robert Obadia pleaded guilty to eight counts of fraud in relation to the company's activities. Nolisair Nolisair was a Canadian company, the parent company of Nationair, a Canadian airline, and of Technair, an aircraft maintenance company. The company was owned by Robert Obadia. The headquarters was located in the Nationair Building on the property of Montréal-Mirabel International Airport in Mirabel, Quebec. An airline",Nolisair,
8,"version of the movie cuts to a black screen during the scene in which Dalton is murdered, as well as during the end scene in which Reno hides under Carol's bed covers. Instead of a black screen, the British BBFC 18 version cuts to a red screen during these two scenes. As a final footnote in the film's history, when Arrow Films was preparing the film for re-release (the edition came out in November 2016), they discovered that the print they had was five minutes longer than any previous release on the film. They contacted Ferrara, who confirmed that it",The Driller Killer,
9,"as the homophone ""kus"" means ""coast"". In contrast to the Dutch equivalents ""kus"" and ""kust"" (plural ""kussen"" and ""kusten""), it is only in their inflected plural forms ""kusse"" and ""kuste"" that the two Afrikaans words can be clearly distinguished. English language influence has also resulted in changes in the meanings of some Afrikaans words, such as ""eventueel"", which now means ""eventual"" or ""eventually"", rather than ""possibly"", as in Dutch. Consequently, some Afrikaans dictionaries give both meanings, with the entry for ""eventueel"" listing ""uitendelik"" (""finally"") as well as ""moontlik"" (""possible"") as definitions. However, the latter is described as ""Nederlandisties"" or ""Dutch-influenced"".",Comparison of Afrikaans and Dutch,
10,"the largest subdivision in Louisiana. Lyons calls himself ""a quick study"" who has ""the pulse of the community at my fingertips."" He resides in Harvey. Rodney Lyons Rodney S. Lyons Sr. (born December 1962) is a Democratic member of the Louisiana House of Representatives for District 87 in Jefferson Parish in suburban New Orleans, Louisiana. In January 2016, he succeeded Democrat Ebony Woodruff, whom he unseated in the primary election held on October 24, 2015. Lyons polled 2,883 votes (58.6 percent) to Woodruff's 2,034 (41.4 percent) in a low-turnout contest. Lyons is a retired supervisor with the Jefferson Parish Streets",Rodney Lyons,
11,"principal consecrator. In 1997, the Charismatic Episcopal Church sought and acquired reconsecration and reordination of all of its clergy by the Brazilian Catholic Apostolic Church, thus strengthening their lines of apostolic succession. Charismatic Episcopal Church bishops The International Communion of the Charismatic Episcopal Church (also known as the ICCEC) is an international Christian communion established as an Autocephalous Patriarchate in 1992 with over 1,000 churches worldwide. The Communion has its apostolic succession within the historical episcopate through the Rebiban line via Roman Catholic Bishop Carlos Duarte Costa, who founded the Brazilian Catholic Apostolic Church. On 26 June 1992, Austin Randolph",Charismatic Episcopal Church bishops,
12,"Tensions between whites and Native Americans in the region were tense, as Minnesota's statehood (granted on May 11, 1858) led to white settlement of Indian lands. Although this would lead to the Dakota War of 1862, Du Barry's time at Fort Ridgely was quiet. He received his first lengthy leave on May 18, 1859, and did not return to duty until August 31, when he was again appointed to an assistant professorship at West Point, where he taught French. The American Civil War broke out on April 12, 1861, when the Confederate States Army fired on Fort Sumter, South Carolina,",Beekman Du Barry,
13,"Connors State College Connors State College is a public college located in Warner and Muskogee, Oklahoma. Founded as an agricultural high school in 1908, it was soon converted to a school of agriculture. At statehood, the Oklahoma Constitution specified that the state should have an agricultural school in each of the State Supreme Court Judicial Districts. These schools would be granted at least , and be overseen by Oklahoma's Board of Agriculture. In the First Judicial District, Warner, Oklahoma vied with Muskogee as the school location. Led by State Senator Campbell Russell, Warner residents donated for the school and Warner",Connors State College,
14,"Gorilla City (The Flash) ""Gorilla City"" is a two-part story arc across the thirteenth and fourteenth episodes of the third season of the American television series ""The Flash"", based on the DC Comics character Barry Allen / Flash. A costumed superhero crime-fighter with the power to move at superhuman speeds, Barry is a crime-scene investigator who gains superhuman speed which he uses to fight criminals, including others who also have superhuman abilities. The series is set in the Arrowverse, sharing continuity with the other television series of the universe, and is a spin-off of ""Arrow"". The storyline began on February",Gorilla City (The Flash),
